Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
06/02/2015 8:16,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.4107688,37.78321452
06/02/2015 8:16,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.4107688,37.78321452
06/02/2015 8:16,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,Friday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.4107688,37.78321452
06/02/2015 8:15,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
06/02/2015 8:11,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE,700 Block of WASHINGTON ST,-122.4054115,37.79532931
06/02/2015 8:00,MISSING PERSON,MISSING ADULT,Friday,PARK,NONE,700 Block of BAKER ST,-122.4417054,37.77785401
06/02/2015 8:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,NORTHERN,NONE,1400 Block of JEFFERSON ST,-122.4364359,37.80563177
06/02/2015 8:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,1400 Block of JEFFERSON ST,-122.4364359,37.80563177
06/02/2015 8:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401561,37.78408887
06/02/2015 8:00,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Friday,TENDERLOIN,NONE,0 Block of TURK ST,-122.4098537,37.78338624
06/02/2015 7:50,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,900 Block of HOWARD ST,-122.4065085,37.78033132
06/02/2015 7:45,TRESPASS,LODGING WITHOUT PERMISSION,Friday,MISSION,NONE,900 Block of POTRERO AV,-122.4066049,37.75715804
06/02/2015 7:30,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,INGLESIDE,CLEARED-CONTACT JUVENILE FOR MORE INFO,100 Block of MADRID ST,-122.4286497,37.72702086
06/02/2015 7:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,NONE,1100 Block of VALENCIA ST,-122.4208177,37.75448782
06/02/2015 7:14,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,INGLESIDE,NONE,400 Block of LISBON ST,-122.4341477,37.72117932
06/02/2015 7:00,MISSING PERSON,MISSING JUVENILE,Friday,PARK,NONE,100 Block of BELVEDERE ST,-122.4493286,37.76777389
06/02/2015 7:00,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,RICHMOND,NONE,7000 Block of FULTON ST,-122.5072321,37.77157314
06/02/2015 7:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,RICHMOND,NONE,7000 Block of FULTON ST,-122.5072321,37.77157314
06/02/2015 7:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Friday,INGLESIDE,NONE,0 Block of COLERIDGE ST,-122.4192001,37.74463069
06/02/2015 7:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,INGLESIDE,NONE,0 Block of COLERIDGE ST,-122.4192001,37.74463069
06/02/2015 7:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Friday,INGLESIDE,NONE,0 Block of COLERIDGE ST,-122.4192001,37.74463069
06/02/2015 6:50,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,NONE,3000 Block of 16TH ST,-122.4216626,37.76487582
06/02/2015 6:50,NON-CRIMINAL,FOUND PROPERTY,Friday,TARAVAL,NONE,1400 Block of 42ND AV,-122.5015022,37.75966581
06/02/2015 6:50,ASSAULT,BATTERY,Friday,MISSION,NONE,3000 Block of 16TH ST,-122.4216626,37.76487582
06/02/2015 6:41,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,BAYVIEW,NONE,1600 Block of TENNESSEE ST,-122.3884983,37.75084571
06/02/2015 6:25,OTHER OFFENSES,VIOLATION OF PARK CODE,Friday,PARK,"ARREST, BOOKED",HAIGHT ST / LYON ST,-122.4419979,37.770637
06/02/2015 6:25,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,PARK,"ARREST, BOOKED",HAIGHT ST / LYON ST,-122.4419979,37.770637
06/02/2015 6:25,WARRANTS,WARRANT ARREST,Friday,PARK,"ARREST, BOOKED",HAIGHT ST / LYON ST,-122.4419979,37.770637
06/02/2015 6:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,1800 Block of MARKET ST,-122.4243369,37.77129238
06/02/2015 6:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Friday,NORTHERN,NONE,1700 Block of LOMBARD ST,-122.4302855,37.80045512
06/02/2015 6:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,MISSION,NONE,2200 Block of MARKET ST,-122.432198,37.76511073
06/02/2015 6:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,MISSION,NONE,2200 Block of MARKET ST,-122.432198,37.76511073
06/02/2015 5:58,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / OFARRELL ST,-122.4146197,37.78558306
06/02/2015 5:58,WARRANTS,WARRANT ARREST,Friday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / OFARRELL ST,-122.4146197,37.78558306
06/02/2015 5:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,CLEMENTINA ST / SUMNER ST,-122.409999,37.77589275
06/02/2015 5:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,NORTHERN,NONE,2600 Block of GREENWICH ST,-122.4433301,37.79805786
06/02/2015 5:00,MISSING PERSON,MISSING ADULT,Friday,RICHMOND,NONE,2800 Block of CALIFORNIA ST,-122.4413017,37.78801358
06/02/2015 5:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,RICHMOND,NONE,800 Block of 25TH AV,-122.4843279,37.77348188
06/02/2015 4:55,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, CITED",MISSION ST / BOSWORTH ST,-122.426391,37.73367492
06/02/2015 4:40,ASSAULT,THREATS AGAINST LIFE,Friday,PARK,"ARREST, BOOKED",FREDERICK ST / WILLARD ST,-122.4545941,37.76616556
06/02/2015 4:40,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,PARK,"ARREST, BOOKED",FREDERICK ST / WILLARD ST,-122.4545941,37.76616556
06/02/2015 4:40,ROBBERY,CARJACKING WITH A DANGEROUS WEAPON,Friday,PARK,"ARREST, BOOKED",FREDERICK ST / WILLARD ST,-122.4545941,37.76616556
06/02/2015 4:40,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,PARK,"ARREST, BOOKED",FREDERICK ST / WILLARD ST,-122.4545941,37.76616556
06/02/2015 4:35,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,BUSH ST / DIVISADERO ST,-122.4400645,37.78617798
06/02/2015 4:29,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,SOUTHERN,NONE,600 Block of MARKET ST,-122.402553,37.78847491
06/02/2015 4:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,CENTRAL,NONE,300 Block of CHESTNUT ST,-122.4088391,37.80435948
06/02/2015 4:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,CENTRAL,NONE,300 Block of CHESTNUT ST,-122.4088391,37.80435948
06/02/2015 4:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,CENTRAL,NONE,300 Block of CHESTNUT ST,-122.4088391,37.80435948
06/02/2015 4:00,VEHICLE THEFT,STOLEN TRUCK,Friday,CENTRAL,NONE,300 Block of CHESTNUT ST,-122.4088391,37.80435948
06/02/2015 4:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Friday,CENTRAL,NONE,300 Block of CHESTNUT ST,-122.4088391,37.80435948
06/02/2015 3:50,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, CITED",GENEVA AV / MISSION ST,-122.4410181,37.71645868
06/02/2015 3:19,OTHER OFFENSES,"THROWING OBJECT AT COMMON CARRIER, PASSENGER OR FREIGHT",Friday,NORTHERN,EXCEPTIONAL CLEARANCE,POLK ST / GOLDEN GATE AV,-122.4188096,37.78123526
06/02/2015 3:19,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,NORTHERN,EXCEPTIONAL CLEARANCE,POLK ST / GOLDEN GATE AV,-122.4188096,37.78123526
06/02/2015 3:08,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,BAYVIEW,NONE,600 Block of MISSOURI ST,-122.3962372,37.75914673
06/02/2015 3:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,BAYVIEW,NONE,1400 Block of INDIANA ST,-122.3905531,37.75201864
06/02/2015 3:00,OTHER OFFENSES,THROWING SUBSTANCE AT VEHICLE,Friday,SOUTHERN,"ARREST, BOOKED",MINNA ST / 6TH ST,-122.408163,37.78053454
06/02/2015 2:58,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,BAYVIEW,NONE,1400 Block of INDIANA ST,-122.3905531,37.75201864
06/02/2015 2:50,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / 17TH ST,-122.4173326,37.7635719
06/02/2015 2:50,WARRANTS,ENROUTE TO ADULT AUTHORITY,Friday,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / 17TH ST,-122.4173326,37.7635719
06/02/2015 2:50,WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / 17TH ST,-122.4173326,37.7635719
06/02/2015 2:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,1000 Block of VALENCIA ST,-122.4209336,37.75570245
06/02/2015 2:30,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,CENTRAL,"ARREST, BOOKED",400 Block of BROADWAY ST,-122.4050875,37.79812193
06/02/2015 2:30,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,CENTRAL,"ARREST, BOOKED",400 Block of BROADWAY ST,-122.4050875,37.79812193
06/02/2015 2:30,ROBBERY,"ROBBERY, BODILY FORCE",Friday,MISSION,NONE,2000 Block of MISSION ST,-122.4196583,37.76422056
06/02/2015 2:18,ASSAULT,BATTERY,Friday,CENTRAL,NONE,500 Block of BROADWAY ST,-122.4064606,37.79794667
06/02/2015 2:15,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,SOUTHERN,NONE,1100 Block of FOLSOM ST,-122.4085643,37.77609673
06/02/2015 2:00,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,MISSION,"ARREST, BOOKED",0 Block of DUBOCE AV,-122.4204486,37.76987648
06/02/2015 2:00,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Friday,MISSION,"ARREST, BOOKED",0 Block of DUBOCE AV,-122.4204486,37.76987648
06/02/2015 2:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,MISSION,"ARREST, BOOKED",0 Block of DUBOCE AV,-122.4204486,37.76987648
06/02/2015 1:56,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,NORTHERN,"ARREST, BOOKED",1600 Block of LAGUNA ST,-122.4283569,37.78647092
06/02/2015 1:56,WARRANTS,WARRANT ARREST,Friday,NORTHERN,"ARREST, BOOKED",1600 Block of LAGUNA ST,-122.4283569,37.78647092
06/02/2015 1:41,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,RICHMOND,"ARREST, BOOKED",0 Block of BEAUMONT AV,-122.4551974,37.78071101
06/02/2015 1:41,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,RICHMOND,"ARREST, BOOKED",0 Block of BEAUMONT AV,-122.4551974,37.78071101
06/02/2015 1:41,WARRANTS,WARRANT ARREST,Friday,RICHMOND,"ARREST, BOOKED",0 Block of BEAUMONT AV,-122.4551974,37.78071101
06/02/2015 1:25,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,1500 Block of LOMBARD ST,-122.4269953,37.80087263
06/02/2015 1:21,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Friday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
06/02/2015 1:21,OTHER OFFENSES,RESISTING ARREST,Friday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
06/02/2015 1:21,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
06/02/2015 1:20,NON-CRIMINAL,FOUND PROPERTY,Friday,CENTRAL,UNFOUNDED,COLUMBUS AV / GREENWICH ST,-122.4125452,37.80193058
06/02/2015 1:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,NORTHERN,NONE,700 Block of ELLIS ST,-122.4185621,37.78418471
06/02/2015 1:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,NORTHERN,"ARREST, BOOKED",1400 Block of FRANCISCO ST,-122.4290595,37.80273927
06/02/2015 1:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,"ARREST, BOOKED",1400 Block of FRANCISCO ST,-122.4290595,37.80273927
06/02/2015 1:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
06/02/2015 0:51,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Friday,TENDERLOIN,NONE,200 Block of OFARRELL ST,-122.4084963,37.78629619
06/02/2015 0:50,ASSAULT,BATTERY,Friday,TARAVAL,NONE,1100 Block of TARAVAL ST,-122.4783769,37.74287681
06/02/2015 0:50,ASSAULT,BATTERY WITH SERIOUS INJURIES,Friday,TARAVAL,NONE,1100 Block of TARAVAL ST,-122.4783769,37.74287681
06/02/2015 0:40,FRAUD,DEFRAUDING AN INNKEEPER,Friday,CENTRAL,"ARREST, BOOKED",400 Block of GEARY ST,-122.4106997,37.78698819
06/02/2015 0:39,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,"ARREST, BOOKED",SHOTWELL ST / 18TH ST,-122.4160784,37.76203479
06/02/2015 0:33,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
06/02/2015 0:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,PHELPS ST / MCKINNON AV,-122.3929676,37.73796071
06/02/2015 0:30,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.4109552,37.78413995
06/02/2015 0:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,BUSH ST / STOCKTON ST,-122.4071522,37.79036558
06/02/2015 0:15,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Friday,CENTRAL,NONE,900 Block of MASON ST,-122.4108456,37.79231587
06/02/2015 0:05,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,"ARREST, BOOKED",GUERRERO ST / 22ND ST,-122.4231807,37.75516992
06/02/2015 0:02,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,NORTHERN,NONE,2000 Block of CHESTNUT ST,-122.4367758,37.8006947
06/02/2015 0:01,OTHER OFFENSES,HARASSING PHONE CALLS,Friday,TARAVAL,NONE,4100 Block of IRVING ST,-122.5023136,37.76239565
06/02/2015 0:01,FRAUD,FRAUDULENT CREDIT APPLICATION,Friday,INGLESIDE,NONE,0 Block of ELSIE ST,-122.4167136,37.74419309
06/02/2015 0:01,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
06/02/2015 0:01,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
06/02/2015 0:01,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,19TH ST / DIAMOND ST,-122.4370407,37.75915673
05/02/2015 23:50,ASSAULT,BATTERY,Thursday,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012
05/02/2015 23:36,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.4034048,37.77542071
05/02/2015 23:25,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.4098537,37.78338624
05/02/2015 23:25,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.4098537,37.78338624
05/02/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,BUSH ST / LARKIN ST,-122.4186583,37.78890984
05/02/2015 23:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Thursday,TARAVAL,NONE,300 Block of RANDOLPH ST,-122.4657572,37.71422854
05/02/2015 23:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,100 Block of HAIGHT ST,-122.424663,37.77289795
05/02/2015 22:55,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,NORTHERN,"ARREST, BOOKED",OFARRELL ST / LARKIN ST,-122.417904,37.78516709
05/02/2015 22:42,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,NORTHERN,"ARREST, CITED",GOLDEN GATE AV / FILLMORE ST,-122.4319524,37.77956475
05/02/2015 22:40,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,NORTHERN,"ARREST, BOOKED",200 Block of GOUGH ST,-122.4227139,37.77524483
05/02/2015 22:40,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,NORTHERN,"ARREST, BOOKED",200 Block of GOUGH ST,-122.4227139,37.77524483
05/02/2015 22:30,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Thursday,PARK,NONE,200 Block of IRVING ST,-122.4604291,37.76424008
05/02/2015 22:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,1400 Block of BUSH ST,-122.4211325,37.78853811
05/02/2015 22:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,BUCHANAN ST / VALLEJO ST,-122.4318307,37.7956417
05/02/2015 22:28,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of GROVE ST,-122.4156425,37.77883232
05/02/2015 22:28,DRUG/NARCOTIC,POSSESSION OF OPIATES FOR SALES,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of GROVE ST,-122.4156425,37.77883232
05/02/2015 22:21,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,NORTHERN,NONE,FULTON ST / STEINER ST,-122.4332205,37.77748927
05/02/2015 22:03,ASSAULT,ATTEMPTED HOMICIDE WITH BODILY FORCE,Thursday,CENTRAL,NONE,1100 Block of THE EMBARCADERONORTH ST,-122.4028616,37.8045311
05/02/2015 22:03,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,CENTRAL,NONE,1100 Block of THE EMBARCADERONORTH ST,-122.4028616,37.8045311
05/02/2015 22:02,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Thursday,SOUTHERN,NONE,900 Block of MARKET ST,-122.4097084,37.78282765
05/02/2015 22:00,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,NORTHERN,NONE,100 Block of VANNESS AV,-122.4194569,37.77686172
05/02/2015 22:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,RICHMOND,NONE,2800 Block of TURK ST,-122.451998,37.77805012
05/02/2015 22:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,NORTHERN,NONE,100 Block of PAGE ST,-122.4231809,37.77393099
05/02/2015 22:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,BAYVIEW,"ARREST, BOOKED",0 Block of MIDDLEPOINT RD,-122.3794536,37.73722347
05/02/2015 22:00,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,BAYVIEW,EXCEPTIONAL CLEARANCE,1000 Block of GRIFFITH ST,-122.3789208,37.72861197
05/02/2015 22:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Thursday,BAYVIEW,EXCEPTIONAL CLEARANCE,1000 Block of GRIFFITH ST,-122.3789208,37.72861197
05/02/2015 22:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,MISSION,NONE,300 Block of ALABAMA ST,-122.4124227,37.76482503
05/02/2015 22:00,ASSAULT,FALSE IMPRISONMENT,Thursday,NORTHERN,NONE,100 Block of PAGE ST,-122.4231809,37.77393099
05/02/2015 21:59,TRESPASS,TRESPASSING,Thursday,MISSION,NONE,600 Block of VALENCIA ST,-122.4216875,37.76211606
05/02/2015 21:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,800 Block of BEACH ST,-122.4230251,37.80627287
05/02/2015 21:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,CHESTNUT ST / FILLMORE ST,-122.4362753,37.80081266
05/02/2015 21:44,DISORDERLY CONDUCT,DISTURBING THE PEACE,Thursday,INGLESIDE,"ARREST, BOOKED",0 Block of REGENT ST,-122.4564078,37.70969176
05/02/2015 21:44,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,INGLESIDE,"ARREST, BOOKED",0 Block of REGENT ST,-122.4564078,37.70969176
05/02/2015 21:39,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,RICHMOND,NONE,700 Block of 7TH AV,-122.4649447,37.77438417
05/02/2015 21:30,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE,3700 Block of SCOTT ST,-122.4420746,37.80424195
05/02/2015 21:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.3883799,37.78331041
05/02/2015 21:30,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,RICHMOND,NONE,100 Block of 16TH AV,-122.4753669,37.78523571
05/02/2015 21:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,CHESTNUT ST / MASON ST,-122.4132259,37.80375996
05/02/2015 21:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TENDERLOIN,NONE,OFARRELL ST / TAYLOR ST,-122.4113284,37.78599631
05/02/2015 21:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,INGLESIDE,NONE,400 Block of CRESCENT AV,-122.4164871,37.73492651
05/02/2015 21:30,MISSING PERSON,FOUND PERSON,Thursday,PARK,NONE,1200 Block of PAGE ST,-122.4413937,37.77172731
05/02/2015 21:30,MISSING PERSON,MISSING JUVENILE,Thursday,PARK,NONE,1200 Block of PAGE ST,-122.4413937,37.77172731
05/02/2015 21:29,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,BAYVIEW,NONE,1500 Block of NEWCOMB AV,-122.3888179,37.73475251
05/02/2015 21:29,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,BAYVIEW,NONE,1500 Block of NEWCOMB AV,-122.3888179,37.73475251
05/02/2015 21:28,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,MISSION,"ARREST, BOOKED",2800 Block of 16TH ST,-122.415863,37.76522607
05/02/2015 21:28,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,MISSION,"ARREST, BOOKED",2800 Block of 16TH ST,-122.415863,37.76522607
05/02/2015 21:20,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Thursday,SOUTHERN,"ARREST, BOOKED",300 Block of CLEMENTINA ST,-122.4023215,37.78203871
05/02/2015 21:20,NON-CRIMINAL,SEARCH WARRANT SERVICE,Thursday,SOUTHERN,"ARREST, BOOKED",300 Block of CLEMENTINA ST,-122.4023215,37.78203871
05/02/2015 21:20,WEAPON LAWS,"AMMUNITION, POSS. BY PROHIBITED PERSON",Thursday,SOUTHERN,"ARREST, BOOKED",300 Block of CLEMENTINA ST,-122.4023215,37.78203871
05/02/2015 21:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,FOLSOM ST / 3RD ST,-122.3989327,37.78378482
05/02/2015 21:10,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / OAKDALE AV,-122.4052425,37.74305069
05/02/2015 21:01,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,NONE,300 Block of CLEMENTINA ST,-122.4023215,37.78203871
05/02/2015 21:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,TARAVAL,NONE,2200 Block of 19TH AV,-122.4757096,37.7458377
05/02/2015 21:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,NORTHERN,NONE,ELLIS ST / VANNESS AV,-122.4210119,37.78382269
05/02/2015 21:00,ASSAULT,THREATS AGAINST LIFE,Thursday,SOUTHERN,NONE,300 Block of MISSION ST,-122.3962112,37.79076136
05/02/2015 21:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,SOUTHERN,NONE,MINNA ST / 4TH ST,-122.4037156,37.78404281
05/02/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,FOLSOM ST / 10TH ST,-122.4128266,37.77281156
05/02/2015 20:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,3RD ST / 23RD ST,-122.3880041,37.75538983
05/02/2015 20:35,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4066906,37.78520719
